Drug,Medium,Donor,run,Day,phylum,relative_abundance,relative_abundance_log10
no drug,WCA,MB006,run3,day 4,p__Chrysiogenetes,0,-6
no drug,WCA,MB006,run3,day 4,p__Crenarchaeota,0,-6
no drug,WCA,MB006,run3,day 4,p__Cyanobacteria,0,-6
no drug,WCA,MB006,run3,day 4,p__Deferribacteres,0,-6
no drug,WCA,MB006,run3,day 4,p__Deinococcus-Thermus,1.5738613113412447e-5,-4.7762805285496865
no drug,WCA,MB006,run3,day 4,p__Dictyoglomi,0,-6
no drug,WCA,MB006,run3,day 4,p__Elusimicrobia,0,-6
no drug,WCA,MB006,run3,day 4,p__Euryarchaeota,0,-6
no drug,WCA,MB006,run3,day 4,p__Fibrobacteres,0,-6
no drug,WCA,MB006,run3,day 4,p__Firmicutes,0.3253013944411218,-0.4877127400112934
no drug,WCA,MB006,run3,day 4,p__Fusobacteria,0,-6
no drug,WCA,MB006,run3,day 4,p__Gemmatimonadetes,0,-6
no drug,WCA,MB006,run3,day 4,p__Ignavibacteriae,0,-6
no drug,WCA,MB006,run3,day 4,p__Lentisphaerae,0,-6
no drug,WCA,MB006,run3,day 4,p__Nitrospirae,0,-6
no drug,WCA,MB006,run3,day 4,p__Planctomycetes,0,-6
no drug,WCA,MB006,run3,day 4,p__Proteobacteria,0.04180175642922346,-1.378795080365328
no drug,WCA,MB006,run3,day 4,p__Spirochaetes,0,-6
no drug,WCA,MB006,run3,day 4,p__Synergistetes,0,-6
no drug,WCA,MB006,run3,day 4,p__Tenericutes,0,-6
no drug,WCA,MB006,run3,day 4,p__Thermobaculum[phylum],0,-6
no drug,WCA,MB006,run3,day 4,p__Thermodesulfobacteria,0,-6
no drug,WCA,MB006,run3,day 4,p__Thermotogae,0,-6
no drug,WCA,MB006,run3,day 4,p__Verrucomicrobia,1.5738613113412447e-5,-4.7762805285496865
no drug,WCA,MB006,run3,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
no drug,WCA,MB006,run3,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
no drug,WCA,MB006,run3,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
no drug,WCA,MB006,run3,day 4,p__phototrophic bacterium[phylum],0,-6
no drug,WCA,MB007,run3,day 4,p__Acidobacteria,0,-6
no drug,WCA,MB007,run3,day 4,p__Actinobacteria,0.045024763619991,-1.3465389129751446
no drug,WCA,MB007,run3,day 4,p__Aquificae,0,-6
no drug,WCA,MB007,run3,day 4,p__Bacteroidetes,0.16453805690690856,-0.7837309962804585
no drug,WCA,MB007,run3,day 4,p__Balneolaeota,0,-6
no drug,WCA,MB007,run3,day 4,p__Caldiserica,0,-6
no drug,WCA,MB007,run3,day 4,p__Calditrichaeota,0,-6
no drug,WCA,MB007,run3,day 4,p__Chlamydiae,0,-6
no drug,WCA,MB007,run3,day 4,p__Chlorobi,0,-6
no drug,WCA,MB007,run3,day 4,p__Chloroflexi,0,-6
no drug,WCA,MB007,run3,day 4,p__Chrysiogenetes,0,-6
no drug,WCA,MB007,run3,day 4,p__Crenarchaeota,0,-6
no drug,WCA,MB007,run3,day 4,p__Cyanobacteria,0,-6
no drug,WCA,MB007,run3,day 4,p__Deferribacteres,0,-6
no drug,WCA,MB007,run3,day 4,p__Deinococcus-Thermus,0,-6
no drug,WCA,MB007,run3,day 4,p__Dictyoglomi,0,-6
no drug,WCA,MB007,run3,day 4,p__Elusimicrobia,0,-6
no drug,WCA,MB007,run3,day 4,p__Euryarchaeota,0,-6
no drug,WCA,MB007,run3,day 4,p__Fibrobacteres,0,-6
no drug,WCA,MB007,run3,day 4,p__Firmicutes,0.4256048143552124,-0.3709924476182337
no drug,WCA,MB007,run3,day 4,p__Fusobacteria,0,-6
no drug,WCA,MB007,run3,day 4,p__Gemmatimonadetes,0,-6
no drug,WCA,MB007,run3,day 4,p__Ignavibacteriae,0,-6
no drug,WCA,MB007,run3,day 4,p__Lentisphaerae,0,-6
no drug,WCA,MB007,run3,day 4,p__Nitrospirae,0,-6
no drug,WCA,MB007,run3,day 4,p__Planctomycetes,0,-6
no drug,WCA,MB007,run3,day 4,p__Proteobacteria,0.3610546776336741,-0.4424258212949982
no drug,WCA,MB007,run3,day 4,p__Spirochaetes,1.0981649663412438e-5,-4.921483383082421
no drug,WCA,MB007,run3,day 4,p__Synergistetes,0,-6
no drug,WCA,MB007,run3,day 4,p__Tenericutes,0,-6
no drug,WCA,MB007,run3,day 4,p__Thermobaculum[phylum],0,-6
no drug,WCA,MB007,run3,day 4,p__Thermodesulfobacteria,0,-6
no drug,WCA,MB007,run3,day 4,p__Thermotogae,0,-6
no drug,WCA,MB007,run3,day 4,p__Verrucomicrobia,0,-6
no drug,WCA,MB007,run3,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
no drug,WCA,MB007,run3,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
no drug,WCA,MB007,run3,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
no drug,WCA,MB007,run3,day 4,p__phototrophic bacterium[phylum],0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Acidobacteria,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Actinobacteria,1.1025844579694805e-4,-3.9536670111444603
novobiocin,MGAM,MB001,run1,day 4,p__Aquificae,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Bacteroidetes,0.001918496956866896,-2.7168125720680467
novobiocin,MGAM,MB001,run1,day 4,p__Balneolaeota,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Caldiserica,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Calditrichaeota,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Chlamydiae,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Chlorobi,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Chloroflexi,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Chrysiogenetes,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Crenarchaeota,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Cyanobacteria,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Deferribacteres,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Deinococcus-Thermus,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Dictyoglomi,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Elusimicrobia,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Euryarchaeota,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Fibrobacteres,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Firmicutes,0.10646555526153303,-0.9727867973567108
novobiocin,MGAM,MB001,run1,day 4,p__Fusobacteria,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Gemmatimonadetes,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Ignavibacteriae,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Lentisphaerae,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Nitrospirae,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Planctomycetes,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Proteobacteria,0.8814501190791214,-0.054801766521569886
novobiocin,MGAM,MB001,run1,day 4,p__Spirochaetes,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Synergistetes,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Tenericutes,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Thermobaculum[phylum],0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Thermodesulfobacteria,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Thermotogae,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__Verrucomicrobia,0,-6
novobiocin,MGAM,MB001,run1,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
novobiocin,MGAM,MB001,run1,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
novobiocin,MGAM,MB001,run1,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
novobiocin,MGAM,MB001,run1,day 4,p__phototrophic bacterium[phylum],0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Acidobacteria,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Actinobacteria,8.57529970672475e-5,-4.061715512649092
novobiocin,MGAM,MB002,run1,day 4,p__Aquificae,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Bacteroidetes,0.701631022004219,-0.15389059828743426
novobiocin,MGAM,MB002,run1,day 4,p__Balneolaeota,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Caldiserica,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Calditrichaeota,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Chlamydiae,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Chlorobi,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Chloroflexi,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Chrysiogenetes,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Crenarchaeota,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Cyanobacteria,1.71505994134495e-5,-4.741109028057347
novobiocin,MGAM,MB002,run1,day 4,p__Deferribacteres,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Deinococcus-Thermus,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Dictyoglomi,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Elusimicrobia,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Euryarchaeota,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Fibrobacteres,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Firmicutes,0.15576174387294836,-0.8075364110104658
novobiocin,MGAM,MB002,run1,day 4,p__Fusobacteria,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Gemmatimonadetes,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Ignavibacteriae,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Lentisphaerae,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Nitrospirae,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Planctomycetes,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Proteobacteria,0.13355171763253126,-0.8743472701974286
novobiocin,MGAM,MB002,run1,day 4,p__Spirochaetes,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Synergistetes,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Tenericutes,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Thermobaculum[phylum],0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Thermodesulfobacteria,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Thermotogae,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__Verrucomicrobia,0,-6
novobiocin,MGAM,MB002,run1,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
novobiocin,MGAM,MB002,run1,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
novobiocin,MGAM,MB002,run1,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
novobiocin,MGAM,MB002,run1,day 4,p__phototrophic bacterium[phylum],0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Acidobacteria,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Actinobacteria,1.0192017611806433e-4,-3.9874994792918694
novobiocin,MGAM,MB003,run1,day 4,p__Aquificae,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Bacteroidetes,0.5502262627909821,-0.2594578948871706
novobiocin,MGAM,MB003,run1,day 4,p__Balneolaeota,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Caldiserica,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Calditrichaeota,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Chlamydiae,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Chlorobi,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Chloroflexi,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Chrysiogenetes,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Crenarchaeota,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Cyanobacteria,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Deferribacteres,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Deinococcus-Thermus,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Dictyoglomi,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Elusimicrobia,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Euryarchaeota,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Fibrobacteres,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Firmicutes,0.012760406049981654,-1.8941014724716767
novobiocin,MGAM,MB003,run1,day 4,p__Fusobacteria,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Gemmatimonadetes,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Ignavibacteriae,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Lentisphaerae,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Nitrospirae,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Planctomycetes,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Proteobacteria,0.42735129846304376,-0.36921395589781636
novobiocin,MGAM,MB003,run1,day 4,p__Spirochaetes,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Synergistetes,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Tenericutes,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Thermobaculum[phylum],0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Thermodesulfobacteria,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Thermotogae,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__Verrucomicrobia,0,-6
novobiocin,MGAM,MB003,run1,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
novobiocin,MGAM,MB003,run1,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
novobiocin,MGAM,MB003,run1,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
novobiocin,MGAM,MB003,run1,day 4,p__phototrophic bacterium[phylum],0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Acidobacteria,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Actinobacteria,1.0995052226498076e-4,-3.9548706491213337
novobiocin,MGAM,MB005,run1,day 4,p__Aquificae,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Bacteroidetes,0.5253435953820781,-0.27955573129988487
novobiocin,MGAM,MB005,run1,day 4,p__Balneolaeota,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Caldiserica,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Calditrichaeota,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Chlamydiae,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Chlorobi,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Chloroflexi,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Chrysiogenetes,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Crenarchaeota,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Cyanobacteria,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Deferribacteres,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Deinococcus-Thermus,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Dictyoglomi,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Elusimicrobia,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Euryarchaeota,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Fibrobacteres,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Firmicutes,0.08037383177570094,-1.0948799230439112
novobiocin,MGAM,MB005,run1,day 4,p__Fusobacteria,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Gemmatimonadetes,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Ignavibacteriae,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Lentisphaerae,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Nitrospirae,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Planctomycetes,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Proteobacteria,0.3840571742715778,-0.41560298695648185
novobiocin,MGAM,MB005,run1,day 4,p__Spirochaetes,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Synergistetes,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Tenericutes,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Thermobaculum[phylum],0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Thermodesulfobacteria,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Thermotogae,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__Verrucomicrobia,0,-6
novobiocin,MGAM,MB005,run1,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
novobiocin,MGAM,MB005,run1,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
novobiocin,MGAM,MB005,run1,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
novobiocin,MGAM,MB005,run1,day 4,p__phototrophic bacterium[phylum],0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Acidobacteria,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Actinobacteria,2.2535719114796953e-4,-3.645205703835958
ofloxacin,MGAM,MB001,run1,day 4,p__Aquificae,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Bacteroidetes,0.528041946485179,-0.27733075424073983
ofloxacin,MGAM,MB001,run1,day 4,p__Balneolaeota,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Caldiserica,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Calditrichaeota,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Chlamydiae,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Chlorobi,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Chloroflexi,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Chrysiogenetes,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Crenarchaeota,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Cyanobacteria,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Deferribacteres,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Deinococcus-Thermus,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Dictyoglomi,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Elusimicrobia,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Euryarchaeota,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Fibrobacteres,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Firmicutes,0.45746007421763496,-0.3396458545411531
ofloxacin,MGAM,MB001,run1,day 4,p__Fusobacteria,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Gemmatimonadetes,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Ignavibacteriae,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Lentisphaerae,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Nitrospirae,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Planctomycetes,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Proteobacteria,0.0017427622782109644,-2.7585127214092826
ofloxacin,MGAM,MB001,run1,day 4,p__Spirochaetes,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Synergistetes,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Tenericutes,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Thermobaculum[phylum],0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Thermodesulfobacteria,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Thermotogae,0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__Verrucomicrobia,6.009525097279188e-5,-4.213992546819124
ofloxacin,MGAM,MB001,run1,day 4,p__marine bacterium SIMO-4474[phylum],1.502381274319797e-5,-4.7952341389186115
ofloxacin,MGAM,MB001,run1,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
ofloxacin,MGAM,MB001,run1,day 4,p__phototrophic bacterium[phylum],0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Acidobacteria,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Actinobacteria,3.4351214044222667e-4,-3.462795469157908
ofloxacin,MGAM,MB002,run1,day 4,p__Aquificae,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Bacteroidetes,0.6609354377971832,-0.17984030457074388
ofloxacin,MGAM,MB002,run1,day 4,p__Balneolaeota,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Caldiserica,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Calditrichaeota,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Chlamydiae,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Chlorobi,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Chloroflexi,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Chrysiogenetes,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Crenarchaeota,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Cyanobacteria,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Deferribacteres,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Deinococcus-Thermus,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Dictyoglomi,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Elusimicrobia,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Euryarchaeota,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Fibrobacteres,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Firmicutes,0.32700547811466074,-0.4854436437263109
ofloxacin,MGAM,MB002,run1,day 4,p__Fusobacteria,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Gemmatimonadetes,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Ignavibacteriae,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Lentisphaerae,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Nitrospirae,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Planctomycetes,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Proteobacteria,0.002711937950859684,-2.5665601391198676
ofloxacin,MGAM,MB002,run1,day 4,p__Spirochaetes,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Synergistetes,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Tenericutes,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Thermobaculum[phylum],0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Thermodesulfobacteria,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Thermotogae,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__Verrucomicrobia,0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
ofloxacin,MGAM,MB002,run1,day 4,p__phototrophic bacterium[phylum],0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Acidobacteria,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Actinobacteria,0.02303194175231704,-1.63765059068498
ofloxacin,MGAM,MB003,run1,day 4,p__Aquificae,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Bacteroidetes,0.39379082305800334,-0.40473330606904695
ofloxacin,MGAM,MB003,run1,day 4,p__Balneolaeota,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Caldiserica,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Calditrichaeota,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Chlamydiae,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Chlorobi,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Chloroflexi,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Chrysiogenetes,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Crenarchaeota,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Cyanobacteria,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Deferribacteres,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Deinococcus-Thermus,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Dictyoglomi,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Elusimicrobia,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Euryarchaeota,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Fibrobacteres,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Firmicutes,0.5757171012981936,-0.23979011556773375
ofloxacin,MGAM,MB003,run1,day 4,p__Fusobacteria,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Gemmatimonadetes,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Ignavibacteriae,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Lentisphaerae,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Nitrospirae,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Planctomycetes,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Proteobacteria,0.0021826592608277817,-2.660815128186707
ofloxacin,MGAM,MB003,run1,day 4,p__Spirochaetes,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Synergistetes,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Tenericutes,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Thermobaculum[phylum],0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Thermodesulfobacteria,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Thermotogae,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__Verrucomicrobia,0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__marine bacterium SIMO-4474[phylum],0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__marine bacterium SIMO-4476[phylum],0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__marine bacterium SIMO-4483[phylum],0,-6
ofloxacin,MGAM,MB003,run1,day 4,p__phototrophic bacterium[phylum],0,-6
ofloxacin,MGAM,MB005,run1,day 4,p__Acidobacteria,0,-6
ofloxacin,MGAM,MB005,run1,day 4,p__Actinobacteria,0.00297170984591619,-2.5268474784395543
ofloxacin,MGAM,MB005,run1,day 4,p__Aquificae,0,-6
ofloxacin,MGAM,MB005,run1,day 4,p__Bacteroidetes,0.2962284158299187,-0.5283718178664558
ofloxacin,MGAM,MB005,run1,day 4,p__Balneolaeota,0,-6
ofloxacin,MGAM,MB005,run1,day 4,p__Caldiserica,0,-6
ofloxacin,MGAM,MB005,run1,day 4,p__Calditrichaeota,0,-6
ofloxacin,MGAM,MB005,run1,day 4,p__Chlamydiae,0,-6
ofloxacin,MGAM,MB005,run1,day 4,p__Chlorobi,0,-6
ofloxacin,MGAM,MB005,run1,day 4,p__Chloroflexi,0,-6
ofloxacin,MGAM,MB005,run1,day 4,p__Chrysiogenetes,0,-6
ofloxacin,MGAM,MB005,run1,day 4,p__Crenarchaeota,0,-6
ofloxacin,MGAM,MB005,run1,day 4,p__Cyanobacteria,0,-6
ofloxacin,MGAM,MB005,run1,day 4,p__Deferribacteres,0,-6
ofloxacin,MGAM,MB005,run1,day 4,p__Deinococcus-Thermus,0,-6
ofloxacin,MGAM,MB005,run1,day 4,p__Dictyoglomi,0,-6
